,zone,time,MAC,dust,superdust,tvoc,temp,humid
1886,미래형 자동차1,2022-02-27T02:00:00.000Z,226499472221656,18,23,221.0,12,22
1887,미래형 자동차2,2022-02-27T02:00:00.000Z,227598983849432,25,27,678.0,14,21
1888,미래형 자동차3,2022-02-27T02:00:00.000Z,228698495477208,23,24,795.0,11,22
1889,R&D 연구시설단지,2022-02-27T02:00:00.000Z,229798007104984,20,26,318.0,11,22
1890,주거단지,2022-02-27T03:00:00.000Z,225399960593880,16,18,502.0,14,17
1891,미래형 자동차1,2022-02-27T03:00:00.000Z,226499472221656,14,17,230.0,14,18
1892,미래형 자동차2,2022-02-27T03:00:00.000Z,227598983849432,17,19,686.0,16,18
1893,미래형 자동차3,2022-02-27T03:00:00.000Z,228698495477208,15,15,949.0,13,18
1894,R&D 연구시설단지,2022-02-27T03:00:00.000Z,229798007104984,16,20,346.0,13,18
1895,주거단지,2022-02-27T04:00:00.000Z,225399960593880,11,13,602.0,16,15
1896,미래형 자동차1,2022-02-27T04:00:00.000Z,226499472221656,12,15,234.0,16,15
1897,미래형 자동차2,2022-02-27T04:00:00.000Z,227598983849432,12,13,697.0,16,16
1898,미래형 자동차3,2022-02-27T04:00:00.000Z,228698495477208,11,11,973.0,14,16
1899,R&D 연구시설단지,2022-02-27T04:00:00.000Z,229798007104984,13,16,418.0,14,16
1900,주거단지,2022-02-27T05:00:00.000Z,225399960593880,8,9,725.0,17,13
1901,미래형 자동차1,2022-02-27T05:00:00.000Z,226499472221656,11,14,242.0,16,15
1902,미래형 자동차2,2022-02-27T05:00:00.000Z,227598983849432,8,9,711.0,15,15
1903,미래형 자동차3,2022-02-27T05:00:00.000Z,228698495477208,7,8,1067.0,14,15
1904,R&D 연구시설단지,2022-02-27T05:00:00.000Z,229798007104984,12,15,469.0,15,14
1905,주거단지,2022-02-27T06:00:00.000Z,225399960593880,8,9,565.0,14,15
1906,미래형 자동차1,2022-02-27T06:00:00.000Z,226499472221656,11,13,237.0,15,17
1907,미래형 자동차2,2022-02-27T06:00:00.000Z,227598983849432,8,9,704.0,14,17
1908,미래형 자동차3,2022-02-27T06:00:00.000Z,228698495477208,7,8,987.0,14,17
1909,R&D 연구시설단지,2022-02-27T06:00:00.000Z,229798007104984,12,14,398.0,14,16
1910,주거단지,2022-02-27T07:00:00.000Z,225399960593880,10,12,489.0,13,17
1911,미래형 자동차1,2022-02-27T07:00:00.000Z,226499472221656,11,14,227.0,14,18
1912,미래형 자동차2,2022-02-27T07:00:00.000Z,227598983849432,10,11,700.0,14,18
1913,미래형 자동차3,2022-02-27T07:00:00.000Z,228698495477208,9,9,926.0,14,18
1914,R&D 연구시설단지,2022-02-27T07:00:00.000Z,229798007104984,12,15,327.0,14,17
1915,주거단지,2022-02-27T08:00:00.000Z,225399960593880,11,12,465.0,13,18
1916,미래형 자동차1,2022-02-27T08:00:00.000Z,226499472221656,12,15,220.0,13,19
1917,미래형 자동차2,2022-02-27T08:00:00.000Z,227598983849432,10,11,702.0,13,19
1918,미래형 자동차3,2022-02-27T08:00:00.000Z,228698495477208,9,9,925.0,13,18
1919,R&D 연구시설단지,2022-02-27T08:00:00.000Z,229798007104984,12,15,355.0,13,17
1920,주거단지,2022-02-27T09:00:00.000Z,225399960593880,14,15,448.0,11,19
1921,미래형 자동차1,2022-02-27T09:00:00.000Z,226499472221656,13,16,230.0,11,21
1922,미래형 자동차2,2022-02-27T09:00:00.000Z,227598983849432,12,13,729.0,11,20
1923,미래형 자동차3,2022-02-27T09:00:00.000Z,228698495477208,11,12,863.0,12,20
1924,R&D 연구시설단지,2022-02-27T09:00:00.000Z,229798007104984,13,16,404.0,11,19
1925,주거단지,2022-02-27T10:00:00.000Z,225399960593880,25,29,1026.0,10,24
1926,미래형 자동차1,2022-02-27T10:00:00.000Z,226499472221656,13,16,255.0,8,29
1927,미래형 자동차2,2022-02-27T10:00:00.000Z,227598983849432,14,15,907.0,9,25
1928,미래형 자동차3,2022-02-27T10:00:00.000Z,228698495477208,12,13,996.0,9,25
1929,R&D 연구시설단지,2022-02-27T10:00:00.000Z,229798007104984,13,16,1050.0,8,25
1930,주거단지,2022-02-27T11:00:00.000Z,225399960593880,26,31,1189.0,7,31
1931,미래형 자동차1,2022-02-27T11:00:00.000Z,226499472221656,13,17,273.0,6,36
1932,미래형 자동차2,2022-02-27T11:00:00.000Z,227598983849432,19,21,1079.0,6,31
1933,미래형 자동차3,2022-02-27T11:00:00.000Z,228698495477208,15,16,1247.0,7,32
1934,R&D 연구시설단지,2022-02-27T11:00:00.000Z,229798007104984,14,18,1526.0,5,29
1935,주거단지,2022-02-27T12:00:00.000Z,225399960593880,25,29,1285.0,6,33
1936,미래형 자동차1,2022-02-27T12:00:00.000Z,226499472221656,16,21,305.0,4,41
1937,미래형 자동차2,2022-02-27T12:00:00.000Z,227598983849432,23,26,1235.0,5,35
1938,미래형 자동차3,2022-02-27T12:00:00.000Z,228698495477208,20,21,1380.0,5,37
1939,R&D 연구시설단지,2022-02-27T12:00:00.000Z,229798007104984,17,22,1645.0,3,33
1940,주거단지,2022-02-27T13:00:00.000Z,225399960593880,28,32,1503.0,4,34
1941,미래형 자동차1,2022-02-27T13:00:00.000Z,226499472221656,17,22,573.0,3,41
1942,미래형 자동차2,2022-02-27T13:00:00.000Z,227598983849432,25,28,1261.0,3,37
1943,미래형 자동차3,2022-02-27T13:00:00.000Z,228698495477208,23,24,1204.0,3,38
1944,R&D 연구시설단지,2022-02-27T13:00:00.000Z,229798007104984,21,27,1733.0,2,37
1945,주거단지,2022-02-27T14:00:00.000Z,225399960593880,27,32,1616.0,3,37
1946,미래형 자동차1,2022-02-27T14:00:00.000Z,226499472221656,18,23,1535.0,2,43
1947,미래형 자동차2,2022-02-27T14:00:00.000Z,227598983849432,24,27,1208.0,2,40
1948,미래형 자동차3,2022-02-27T14:00:00.000Z,228698495477208,21,23,1163.0,2,40
1949,R&D 연구시설단지,2022-02-27T14:00:00.000Z,229798007104984,21,26,1621.0,1,40
1950,주거단지,2022-02-27T15:00:00.000Z,225399960593880,28,32,1376.0,2,39
1951,미래형 자동차1,2022-02-27T15:00:00.000Z,226499472221656,20,25,1723.0,1,46
1952,미래형 자동차2,2022-02-27T15:00:00.000Z,227598983849432,23,26,1160.0,1,43
1953,미래형 자동차3,2022-02-27T15:00:00.000Z,228698495477208,20,21,1117.0,1,43
1954,R&D 연구시설단지,2022-02-27T15:00:00.000Z,229798007104984,20,26,1537.0,0,43
1955,주거단지,2022-02-27T16:00:00.000Z,225399960593880,32,39,1780.0,1,44
1956,미래형 자동차1,2022-02-27T16:00:00.000Z,226499472221656,19,25,1442.0,0,56
1957,미래형 자동차2,2022-02-27T16:00:00.000Z,227598983849432,25,28,1289.0,0,48
1958,미래형 자동차3,2022-02-27T16:00:00.000Z,228698495477208,24,26,1556.0,0,53
1959,R&D 연구시설단지,2022-02-27T16:00:00.000Z,229798007104984,21,27,1608.0,-1,49
1960,주거단지,2022-02-27T17:00:00.000Z,225399960593880,32,38,1721.0,0,55
1961,미래형 자동차1,2022-02-27T17:00:00.000Z,226499472221656,16,20,641.0,-1,68
1962,미래형 자동차2,2022-02-27T17:00:00.000Z,227598983849432,28,32,1325.0,-1,66
1963,미래형 자동차3,2022-02-27T17:00:00.000Z,228698495477208,25,27,1545.0,-1,80
1964,R&D 연구시설단지,2022-02-27T17:00:00.000Z,229798007104984,22,28,1797.0,-2,63
1965,주거단지,2022-02-27T18:00:00.000Z,225399960593880,29,33,1577.0,-1,68
1966,미래형 자동차1,2022-02-27T18:00:00.000Z,226499472221656,16,20,396.0,-2,71
1967,미래형 자동차2,2022-02-27T18:00:00.000Z,227598983849432,27,31,1359.0,-2,66
1968,미래형 자동차3,2022-02-27T18:00:00.000Z,228698495477208,23,25,1513.0,-1,82
1969,R&D 연구시설단지,2022-02-27T18:00:00.000Z,229798007104984,23,29,1757.0,-3,65
1970,주거단지,2022-02-27T19:00:00.000Z,225399960593880,30,35,1603.0,-1,63
1971,미래형 자동차1,2022-02-27T19:00:00.000Z,226499472221656,17,21,560.0,-2,68
1972,미래형 자동차2,2022-02-27T19:00:00.000Z,227598983849432,29,33,1336.0,-2,67
1973,미래형 자동차3,2022-02-27T19:00:00.000Z,228698495477208,25,27,1590.0,-2,78
1974,R&D 연구시설단지,2022-02-27T19:00:00.000Z,229798007104984,24,30,,-3,71
1975,주거단지,2022-02-27T20:00:00.000Z,225399960593880,31,37,1428.0,-1,64
1976,미래형 자동차1,2022-02-27T20:00:00.000Z,226499472221656,17,21,957.0,-3,77
1977,미래형 자동차2,2022-02-27T20:00:00.000Z,227598983849432,30,34,1332.0,-3,73
1978,미래형 자동차3,2022-02-27T20:00:00.000Z,228698495477208,25,28,1514.0,-2,75
1979,R&D 연구시설단지,2022-02-27T20:00:00.000Z,229798007104984,24,31,1807.0,-4,74
1980,주거단지,2022-02-27T21:00:00.000Z,225399960593880,32,39,,-2,66
1981,미래형 자동차1,2022-02-27T21:00:00.000Z,226499472221656,17,21,1453.0,-3,83
1982,미래형 자동차2,2022-02-27T21:00:00.000Z,227598983849432,31,35,1342.0,-3,69
1983,미래형 자동차3,2022-02-27T21:00:00.000Z,228698495477208,28,31,1573.0,-3,80
1984,R&D 연구시설단지,2022-02-27T21:00:00.000Z,229798007104984,25,32,,-4,75
1985,주거단지,2022-02-27T22:00:00.000Z,225399960593880,37,46,,-2,77
1986,미래형 자동차1,2022-02-27T22:00:00.000Z,226499472221656,18,23,1612.0,0,68
1987,미래형 자동차2,2022-02-27T22:00:00.000Z,227598983849432,35,40,1324.0,-1,69
1988,미래형 자동차3,2022-02-27T22:00:00.000Z,228698495477208,31,33,1567.0,-1,77
1989,R&D 연구시설단지,2022-02-27T22:00:00.000Z,229798007104984,24,31,,-1,70
1990,주거단지,2022-02-27T23:00:00.000Z,225399960593880,35,44,,0,63
1991,미래형 자동차1,2022-02-27T23:00:00.000Z,226499472221656,19,25,1401.0,7,43
1992,미래형 자동차2,2022-02-27T23:00:00.000Z,227598983849432,34,40,1130.0,6,44
1993,미래형 자동차3,2022-02-27T23:00:00.000Z,228698495477208,31,33,1563.0,6,45
1994,R&D 연구시설단지,2022-02-27T23:00:00.000Z,229798007104984,23,30,,5,43
1995,주거단지,2022-02-28T00:00:00.000Z,225399960593880,37,47,1663.0,6,42
1996,미래형 자동차1,2022-02-28T00:00:00.000Z,226499472221656,21,27,922.0,11,32
1997,미래형 자동차2,2022-02-28T00:00:00.000Z,227598983849432,35,42,1092.0,11,32
1998,미래형 자동차3,2022-02-28T00:00:00.000Z,228698495477208,34,39,1334.0,10,34
1999,R&D 연구시설단지,2022-02-28T00:00:00.000Z,229798007104984,22,28,1671.0,10,31
2000,주거단지,2022-02-28T01:00:00.000Z,225399960593880,35,42,1559.0,11,29
2001,미래형 자동차1,2022-02-28T01:00:00.000Z,226499472221656,21,27,397.0,12,27
2002,미래형 자동차2,2022-02-28T01:00:00.000Z,227598983849432,34,40,937.0,14,25
2003,미래형 자동차3,2022-02-28T01:00:00.000Z,228698495477208,32,37,1305.0,12,28
2004,R&D 연구시설단지,2022-02-28T01:00:00.000Z,229798007104984,22,28,1484.0,11,28
2005,주거단지,2022-02-28T02:00:00.000Z,225399960593880,31,37,1270.0,13,24
2006,미래형 자동차1,2022-02-28T02:00:00.000Z,226499472221656,19,24,292.0,16,23
2007,미래형 자동차2,2022-02-28T02:00:00.000Z,227598983849432,31,37,858.0,18,22
2008,미래형 자동차3,2022-02-28T02:00:00.000Z,228698495477208,29,32,1119.0,15,23
2009,R&D 연구시설단지,2022-02-28T02:00:00.000Z,229798007104984,23,29,1354.0,13,24
2010,주거단지,2022-02-28T03:00:00.000Z,225399960593880,20,22,641.0,15,20
2011,미래형 자동차1,2022-02-28T03:00:00.000Z,226499472221656,17,21,217.0,17,21
2012,미래형 자동차2,2022-02-28T03:00:00.000Z,227598983849432,20,22,709.0,18,20
2013,미래형 자동차3,2022-02-28T03:00:00.000Z,228698495477208,18,19,857.0,16,20
2014,R&D 연구시설단지,2022-02-28T03:00:00.000Z,229798007104984,16,20,567.0,16,20
2015,주거단지,2022-02-28T04:00:00.000Z,225399960593880,17,19,537.0,17,18
2016,미래형 자동차1,2022-02-28T04:00:00.000Z,226499472221656,15,19,229.0,17,19
2017,미래형 자동차2,2022-02-28T04:00:00.000Z,227598983849432,17,19,637.0,16,19
2018,미래형 자동차3,2022-02-28T04:00:00.000Z,228698495477208,16,17,771.0,17,19
2019,R&D 연구시설단지,2022-02-28T04:00:00.000Z,229798007104984,15,18,286.0,17,18
2020,주거단지,2022-02-28T05:00:00.000Z,225399960593880,18,20,565.0,18,17
2021,미래형 자동차1,2022-02-28T05:00:00.000Z,226499472221656,15,19,223.0,18,18
2022,미래형 자동차2,2022-02-28T05:00:00.000Z,227598983849432,19,21,665.0,17,19
2023,미래형 자동차3,2022-02-28T05:00:00.000Z,228698495477208,17,18,802.0,17,19
2024,R&D 연구시설단지,2022-02-28T05:00:00.000Z,229798007104984,15,19,245.0,18,17
2025,주거단지,2022-02-28T06:00:00.000Z,225399960593880,23,26,442.0,17,17
2026,미래형 자동차1,2022-02-28T06:00:00.000Z,226499472221656,17,21,220.0,16,18
2027,미래형 자동차2,2022-02-28T06:00:00.000Z,227598983849432,24,26,639.0,17,18
2028,미래형 자동차3,2022-02-28T06:00:00.000Z,228698495477208,22,23,710.0,17,18
2029,R&D 연구시설단지,2022-02-28T06:00:00.000Z,229798007104984,17,21,250.0,17,17
2030,주거단지,2022-02-28T07:00:00.000Z,225399960593880,17,19,615.0,16,17
2031,미래형 자동차1,2022-02-28T07:00:00.000Z,226499472221656,16,20,234.0,16,19
2032,미래형 자동차2,2022-02-28T07:00:00.000Z,227598983849432,16,17,720.0,16,18
2033,미래형 자동차3,2022-02-28T07:00:00.000Z,228698495477208,15,15,887.0,16,18
2034,R&D 연구시설단지,2022-02-28T07:00:00.000Z,229798007104984,14,18,293.0,16,17
2035,주거단지,2022-02-28T08:00:00.000Z,225399960593880,20,22,733.0,15,18
2036,미래형 자동차1,2022-02-28T08:00:00.000Z,226499472221656,15,19,239.0,15,19
2037,미래형 자동차2,2022-02-28T08:00:00.000Z,227598983849432,15,16,663.0,15,19
2038,미래형 자동차3,2022-02-28T08:00:00.000Z,228698495477208,13,14,848.0,15,19
2039,R&D 연구시설단지,2022-02-28T08:00:00.000Z,229798007104984,14,17,333.0,15,18
2040,주거단지,2022-02-28T09:00:00.000Z,225399960593880,19,21,922.0,14,18
2041,미래형 자동차1,2022-02-28T09:00:00.000Z,226499472221656,14,17,249.0,14,19
2042,미래형 자동차2,2022-02-28T09:00:00.000Z,227598983849432,11,12,849.0,13,20
2043,미래형 자동차3,2022-02-28T09:00:00.000Z,228698495477208,9,10,1015.0,14,19
2044,R&D 연구시설단지,2022-02-28T09:00:00.000Z,229798007104984,13,16,492.0,14,19
2045,주거단지,2022-02-28T10:00:00.000Z,225399960593880,22,25,927.0,13,23
2046,미래형 자동차1,2022-02-28T10:00:00.000Z,226499472221656,16,21,242.0,12,24
2047,미래형 자동차2,2022-02-28T10:00:00.000Z,227598983849432,21,23,872.0,12,25
2048,미래형 자동차3,2022-02-28T10:00:00.000Z,228698495477208,19,20,1058.0,13,24
2049,R&D 연구시설단지,2022-02-28T10:00:00.000Z,229798007104984,17,21,699.0,12,24
2050,주거단지,2022-02-28T11:00:00.000Z,225399960593880,22,24,904.0,12,26
2051,미래형 자동차1,2022-02-28T11:00:00.000Z,226499472221656,16,20,262.0,11,28
2052,미래형 자동차2,2022-02-28T11:00:00.000Z,227598983849432,18,20,958.0,11,27
2053,미래형 자동차3,2022-02-28T11:00:00.000Z,228698495477208,16,16,1075.0,12,27
2054,R&D 연구시설단지,2022-02-28T11:00:00.000Z,229798007104984,16,20,1102.0,11,27
2055,주거단지,2022-02-28T12:00:00.000Z,225399960593880,26,30,747.0,11,25
2056,미래형 자동차1,2022-02-28T12:00:00.000Z,226499472221656,16,20,242.0,10,28
2057,미래형 자동차2,2022-02-28T12:00:00.000Z,227598983849432,22,25,962.0,10,28
2058,미래형 자동차3,2022-02-28T12:00:00.000Z,228698495477208,19,20,989.0,11,27
2059,R&D 연구시설단지,2022-02-28T12:00:00.000Z,229798007104984,18,22,1015.0,10,28
2060,주거단지,2022-02-28T13:00:00.000Z,225399960593880,27,31,687.0,10,27
2061,미래형 자동차1,2022-02-28T13:00:00.000Z,226499472221656,18,23,255.0,9,31
2062,미래형 자동차2,2022-02-28T13:00:00.000Z,227598983849432,24,26,995.0,9,30
2063,미래형 자동차3,2022-02-28T13:00:00.000Z,228698495477208,19,21,892.0,9,29
2064,R&D 연구시설단지,2022-02-28T13:00:00.000Z,229798007104984,19,24,1165.0,9,30
2065,주거단지,2022-02-28T14:00:00.000Z,225399960593880,27,32,872.0,9,28
2066,미래형 자동차1,2022-02-28T14:00:00.000Z,226499472221656,18,23,272.0,8,32
2067,미래형 자동차2,2022-02-28T14:00:00.000Z,227598983849432,25,28,1131.0,8,31
2068,미래형 자동차3,2022-02-28T14:00:00.000Z,228698495477208,21,22,925.0,8,30
2069,R&D 연구시설단지,2022-02-28T14:00:00.000Z,229798007104984,19,24,1480.0,7,31
2070,주거단지,2022-02-28T15:00:00.000Z,225399960593880,33,39,573.0,8,32
2071,미래형 자동차1,2022-02-28T15:00:00.000Z,226499472221656,22,28,283.0,7,34
2072,미래형 자동차2,2022-02-28T15:00:00.000Z,227598983849432,32,37,990.0,7,35
2073,미래형 자동차3,2022-02-28T15:00:00.000Z,228698495477208,29,31,935.0,7,34
2074,R&D 연구시설단지,2022-02-28T15:00:00.000Z,229798007104984,24,31,1420.0,6,35
2075,주거단지,2022-02-28T16:00:00.000Z,225399960593880,32,39,525.0,8,35
2076,미래형 자동차1,2022-02-28T16:00:00.000Z,226499472221656,26,34,290.0,7,37
2077,미래형 자동차2,2022-02-28T16:00:00.000Z,227598983849432,34,41,1043.0,7,38
2078,미래형 자동차3,2022-02-28T16:00:00.000Z,228698495477208,35,40,1114.0,7,37
2079,R&D 연구시설단지,2022-02-28T16:00:00.000Z,229798007104984,23,29,1267.0,7,37
2080,주거단지,2022-02-28T17:00:00.000Z,225399960593880,31,36,851.0,8,38
2081,미래형 자동차1,2022-02-28T17:00:00.000Z,226499472221656,23,30,280.0,7,38
2082,미래형 자동차2,2022-02-28T17:00:00.000Z,227598983849432,32,37,1093.0,7,41
2083,미래형 자동차3,2022-02-28T17:00:00.000Z,228698495477208,30,33,1377.0,7,39
2084,R&D 연구시설단지,2022-02-28T17:00:00.000Z,229798007104984,19,25,968.0,7,40
2085,주거단지,2022-02-28T18:00:00.000Z,225399960593880,32,39,964.0,8,38
2086,미래형 자동차1,2022-02-28T18:00:00.000Z,226499472221656,31,40,280.0,7,39
2087,미래형 자동차2,2022-02-28T18:00:00.000Z,227598983849432,42,53,1265.0,7,42
2088,미래형 자동차3,2022-02-28T18:00:00.000Z,228698495477208,37,43,1355.0,7,41
2089,R&D 연구시설단지,2022-02-28T18:00:00.000Z,229798007104984,22,28,1217.0,6,42
2090,주거단지,2022-02-28T19:00:00.000Z,225399960593880,35,44,1099.0,8,43
2091,미래형 자동차1,2022-02-28T19:00:00.000Z,226499472221656,22,28,373.0,7,48
2092,미래형 자동차2,2022-02-28T19:00:00.000Z,227598983849432,41,51,1346.0,7,45
2093,미래형 자동차3,2022-02-28T19:00:00.000Z,228698495477208,37,44,1456.0,7,45
2094,R&D 연구시설단지,2022-02-28T19:00:00.000Z,229798007104984,27,34,1447.0,7,45
2095,주거단지,2022-02-28T20:00:00.000Z,225399960593880,39,49,1620.0,7,56
2096,미래형 자동차1,2022-02-28T20:00:00.000Z,226499472221656,21,26,344.0,6,58
2097,미래형 자동차2,2022-02-28T20:00:00.000Z,227598983849432,41,51,1382.0,6,59
2098,미래형 자동차3,2022-02-28T20:00:00.000Z,228698495477208,39,47,1530.0,6,57
2099,R&D 연구시설단지,2022-02-28T20:00:00.000Z,229798007104984,23,30,1555.0,6,59
2100,주거단지,2022-02-28T21:00:00.000Z,225399960593880,37,45,1431.0,7,57
2101,미래형 자동차1,2022-02-28T21:00:00.000Z,226499472221656,21,27,327.0,6,62
2102,미래형 자동차2,2022-02-28T21:00:00.000Z,227598983849432,36,43,1364.0,6,64
2103,미래형 자동차3,2022-02-28T21:00:00.000Z,228698495477208,33,39,1505.0,6,63
2104,R&D 연구시설단지,2022-02-28T21:00:00.000Z,229798007104984,22,28,1509.0,6,64
2105,주거단지,2022-02-28T22:00:00.000Z,225399960593880,34,41,1680.0,7,60
2106,미래형 자동차1,2022-02-28T22:00:00.000Z,226499472221656,22,28,380.0,6,64
2107,미래형 자동차2,2022-02-28T22:00:00.000Z,227598983849432,33,40,1361.0,6,63
2108,미래형 자동차3,2022-02-28T22:00:00.000Z,228698495477208,30,32,1526.0,6,65
2109,R&D 연구시설단지,2022-02-28T22:00:00.000Z,229798007104984,21,27,1580.0,6,67
2110,주거단지,2022-02-28T23:00:00.000Z,225399960593880,41,50,1525.0,7,82
2111,미래형 자동차1,2022-02-28T23:00:00.000Z,226499472221656,25,32,648.0,6,90
2112,미래형 자동차2,2022-02-28T23:00:00.000Z,227598983849432,35,42,1463.0,6,80
2113,미래형 자동차3,2022-02-28T23:00:00.000Z,228698495477208,33,38,1504.0,6,87
2114,R&D 연구시설단지,2022-02-28T23:00:00.000Z,229798007104984,22,28,1600.0,6,89
2115,주거단지,2022-03-01T00:00:00.000Z,225399960593880,40,50,1684.0,7,89
2116,미래형 자동차1,2022-03-01T00:00:00.000Z,226499472221656,27,35,798.0,7,90
2117,미래형 자동차2,2022-03-01T00:00:00.000Z,227598983849432,39,48,1425.0,8,80
2118,미래형 자동차3,2022-03-01T00:00:00.000Z,228698495477208,37,43,1607.0,8,90
2119,R&D 연구시설단지,2022-03-01T00:00:00.000Z,229798007104984,27,34,1513.0,8,85
2120,주거단지,2022-03-01T01:00:00.000Z,225399960593880,48,60,1800.0,12,68
2121,미래형 자동차1,2022-03-01T01:00:00.000Z,226499472221656,38,49,326.0,13,68
2122,미래형 자동차2,2022-03-01T01:00:00.000Z,227598983849432,47,57,1456.0,14,61
2123,미래형 자동차3,2022-03-01T01:00:00.000Z,228698495477208,47,56,1603.0,13,71
2124,R&D 연구시설단지,2022-03-01T01:00:00.000Z,229798007104984,35,45,1306.0,12,68
2125,주거단지,2022-03-01T02:00:00.000Z,225399960593880,99,107,1141.0,15,57
2126,미래형 자동차1,2022-03-01T02:00:00.000Z,226499472221656,95,123,257.0,15,57
2127,미래형 자동차2,2022-03-01T02:00:00.000Z,227598983849432,98,105,1433.0,17,51
2128,미래형 자동차3,2022-03-01T02:00:00.000Z,228698495477208,91,96,1394.0,15,58
2129,R&D 연구시설단지,2022-03-01T02:00:00.000Z,229798007104984,85,109,916.0,15,57
2130,주거단지,2022-03-01T03:00:00.000Z,225399960593880,107,115,655.0,17,50
2131,미래형 자동차1,2022-03-01T03:00:00.000Z,226499472221656,100,129,224.0,17,51
2132,미래형 자동차2,2022-03-01T03:00:00.000Z,227598983849432,98,106,1252.0,17,50
2133,미래형 자동차3,2022-03-01T03:00:00.000Z,228698495477208,94,100,1051.0,15,56
2134,R&D 연구시설단지,2022-03-01T03:00:00.000Z,229798007104984,88,114,190.0,16,52
2135,주거단지,2022-03-01T04:00:00.000Z,225399960593880,114,122,454.0,17,47
2136,미래형 자동차1,2022-03-01T04:00:00.000Z,226499472221656,88,114,219.0,17,49
2137,미래형 자동차2,2022-03-01T04:00:00.000Z,227598983849432,107,115,1212.0,17,49
2138,미래형 자동차3,2022-03-01T04:00:00.000Z,228698495477208,104,108,994.0,16,53
2139,R&D 연구시설단지,2022-03-01T04:00:00.000Z,229798007104984,93,120,170.0,17,47
2140,주거단지,2022-03-01T05:00:00.000Z,225399960593880,93,99,478.0,19,43
2141,미래형 자동차1,2022-03-01T05:00:00.000Z,226499472221656,74,96,222.0,19,45
2142,미래형 자동차2,2022-03-01T05:00:00.000Z,227598983849432,86,93,1154.0,18,45
2143,미래형 자동차3,2022-03-01T05:00:00.000Z,228698495477208,83,88,954.0,18,47
2144,R&D 연구시설단지,2022-03-01T05:00:00.000Z,229798007104984,73,94,198.0,19,43
2145,주거단지,2022-03-01T06:00:00.000Z,225399960593880,52,63,522.0,19,38
2146,미래형 자동차1,2022-03-01T06:00:00.000Z,226499472221656,45,57,222.0,18,40
2147,미래형 자동차2,2022-03-01T06:00:00.000Z,227598983849432,50,60,1067.0,18,39
2148,미래형 자동차3,2022-03-01T06:00:00.000Z,228698495477208,49,58,916.0,18,41
2149,R&D 연구시설단지,2022-03-01T06:00:00.000Z,229798007104984,48,62,209.0,19,39
2150,주거단지,2022-03-01T07:00:00.000Z,225399960593880,45,57,550.0,18,36
2151,미래형 자동차1,2022-03-01T07:00:00.000Z,226499472221656,38,49,221.0,17,38
2152,미래형 자동차2,2022-03-01T07:00:00.000Z,227598983849432,43,53,1028.0,17,38
2153,미래형 자동차3,2022-03-01T07:00:00.000Z,228698495477208,42,51,1020.0,17,39
2154,R&D 연구시설단지,2022-03-01T07:00:00.000Z,229798007104984,40,52,232.0,18,36
2155,주거단지,2022-03-01T08:00:00.000Z,225399960593880,54,68,533.0,16,41
2156,미래형 자동차1,2022-03-01T08:00:00.000Z,226499472221656,48,62,224.0,16,43
2157,미래형 자동차2,2022-03-01T08:00:00.000Z,227598983849432,51,64,1096.0,16,43
2158,미래형 자동차3,2022-03-01T08:00:00.000Z,228698495477208,50,62,997.0,16,44
2159,R&D 연구시설단지,2022-03-01T08:00:00.000Z,229798007104984,56,72,209.0,16,41
2160,주거단지,2022-03-01T09:00:00.000Z,225399960593880,72,84,753.0,14,44
2161,미래형 자동차1,2022-03-01T09:00:00.000Z,226499472221656,67,86,222.0,14,47
2162,미래형 자동차2,2022-03-01T09:00:00.000Z,227598983849432,68,79,1150.0,14,46
2163,미래형 자동차3,2022-03-01T09:00:00.000Z,228698495477208,64,74,1058.0,14,47
2164,R&D 연구시설단지,2022-03-01T09:00:00.000Z,229798007104984,77,99,213.0,13,45
2165,주거단지,2022-03-01T10:00:00.000Z,225399960593880,91,104,695.0,13,48
2166,미래형 자동차1,2022-03-01T10:00:00.000Z,226499472221656,79,102,221.0,11,52
2167,미래형 자동차2,2022-03-01T10:00:00.000Z,227598983849432,83,93,1180.0,12,51
2168,미래형 자동차3,2022-03-01T10:00:00.000Z,228698495477208,79,85,1125.0,12,52
2169,R&D 연구시설단지,2022-03-01T10:00:00.000Z,229798007104984,93,120,195.0,11,50
2170,주거단지,2022-03-01T11:00:00.000Z,225399960593880,92,103,635.0,11,49
2171,미래형 자동차1,2022-03-01T11:00:00.000Z,226499472221656,76,98,227.0,11,53
2172,미래형 자동차2,2022-03-01T11:00:00.000Z,227598983849432,81,90,1163.0,11,52
2173,미래형 자동차3,2022-03-01T11:00:00.000Z,228698495477208,79,84,1041.0,11,52
2174,R&D 연구시설단지,2022-03-01T11:00:00.000Z,229798007104984,86,111,221.0,10,52
2175,주거단지,2022-03-01T12:00:00.000Z,225399960593880,83,92,519.0,10,52
2176,미래형 자동차1,2022-03-01T12:00:00.000Z,226499472221656,66,85,232.0,9,56
2177,미래형 자동차2,2022-03-01T12:00:00.000Z,227598983849432,72,80,1158.0,9,56
2178,미래형 자동차3,2022-03-01T12:00:00.000Z,228698495477208,70,77,997.0,9,56
2179,R&D 연구시설단지,2022-03-01T12:00:00.000Z,229798007104984,77,99,235.0,8,56
2180,주거단지,2022-03-01T13:00:00.000Z,225399960593880,73,83,683.0,9,55
2181,미래형 자동차1,2022-03-01T13:00:00.000Z,226499472221656,58,75,267.0,8,58
